song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,audio_valence
Sedona,69,239880,0.0372,0.396,0.677,0.000137,0.1119999999999999,-7.513,0.0354,135.17700000000002,0.249
Run,55,206466,0.00151,0.497,0.882,7.11e-06,0.139,-5.621,0.0412,76.48100000000001,0.922
Expectations,44,257826,0.104,0.693,0.624,0.000215,0.0659,-6.459,0.04,113.999,0.526
Lost The Feeling,3,221120,0.0171,0.591,0.8909999999999999,0.000541,0.1009999999999999,-4.529,0.0571,120.989,0.44
Everything Is Alright,22,192777,0.00594,0.5589999999999999,0.7240000000000001,0.0,0.102,-4.18,0.0348,128.88299999999998,0.304
Jumpstarting,30,206680,0.00214,0.341,0.937,0.00398,0.34,-3.639,0.0419,132.659,0.65
Down by the River,34,304066,0.0115,0.293,0.4539999999999999,0.517,0.0899,-8.413,0.0306,103.054,0.103
Thunder,45,223400,0.00022,0.467,0.93,0.000617,0.13,-2.715,0.0409,126.038,0.25
The Wanting,9,263222,0.0482,0.545,0.925,0.0,0.0553,-4.298,0.0382,104.917,0.432
Lost on You,25,268105,0.1,0.433,0.7240000000000001,0.0,0.0918,-6.126,0.0372,174.00599999999997,0.6890000000000001
Around The World,64,214040,0.000252,0.575,0.8540000000000001,0.6759999999999999,0.351,-5.847,0.0362,113.075,0.5870000000000001
Hot Blood,63,218600,0.00327,0.325,0.903,6.13e-06,0.0962,-3.173,0.1169999999999999,148.446,0.401
Wall Of Glass,59,223546,6.42e-05,0.351,0.939,0.00113,0.296,-4.468999999999999,0.0564,182.067,0.321
Get Out,23,201146,0.0334,0.366,0.8590000000000001,0.0774,0.139,-5.957000000000001,0.0531,178.021,0.569
These Days,38,181306,0.108,0.6970000000000001,0.7979999999999999,0.0,0.19,-5.41,0.0438,107.98,0.462
Youngr,0,175204,0.0207,0.6859999999999999,0.831,1.74e-06,0.0805,-4.328,0.0354,121.974,0.7090000000000001
Punta Norte,41,265066,0.102,0.7140000000000001,0.863,2.72e-05,0.3879999999999999,-6.124,0.0487,79.94800000000001,0.961
God is a woman,93,197546,0.0233,0.602,0.6579999999999999,6e-05,0.237,-5.934,0.0558,145.031,0.268
MIA (feat. Drake),94,210367,0.0143,0.818,0.54,0.000512,0.099,-6.35,0.0544,97.064,0.174
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",98,212500,0.153,0.841,0.7979999999999999,3.33e-06,0.0618,-4.206,0.2289999999999999,95.948,0.591
Free Yourself,60,303366,0.0164,0.64,0.763,0.209,0.3379999999999999,-8.21,0.042,125.01,0.442
breathin,94,198160,0.0211,0.568,0.6559999999999999,1.3699999999999998e-05,0.213,-5.412999999999999,0.0433,100.049,0.364
Polaroid,81,193377,0.293,0.652,0.897,0.0,0.0722,-4.481,0.036,114.033,0.475
Lost In Japan - Remix,85,201253,0.0882,0.6940000000000001,0.852,0.0,0.3339999999999999,-5.34,0.257,107.178,0.377
STOOPID,90,152000,0.13,0.733,0.63,0.0,0.162,-4.296,0.395,149.989,0.8320000000000001
I Love It (& Lil Pump),99,127946,0.0114,0.901,0.522,0.0,0.259,-8.304,0.33,104.053,0.3289999999999999
The walker,65,256053,0.317,0.7979999999999999,0.56,0.000292,0.133,-6.574,0.0469,106.971,0.5710000000000001
Almost Love,70,212371,0.111,0.81,0.759,4.73e-06,0.0919,-3.029,0.0376,104.993,0.615
REMEDY,90,190295,0.2689999999999999,0.601,0.775,0.0,0.0883,-4.612,0.0473,119.964,0.483
Happier,100,214289,0.191,0.687,0.792,0.0,0.1669999999999999,-2.749,0.0452,100.015,0.6709999999999999
Aulos Reloaded,77,126400,0.0969999999999999,0.8,0.8009999999999999,0.0,0.0908,-4.543,0.2269999999999999,123.018,0.53
BIG LOVE,73,277173,0.0488,0.759,0.455,0.0134,0.25,-10.319,0.0457,92.02,0.134
FEFE (feat. Nicki Minaj & Murda Beatz),96,179404,0.088,0.931,0.387,0.0,0.136,-9.127,0.412,125.978,0.376
Right Now,84,201680,0.0104,0.597,0.7509999999999999,0.0,0.0912,-4.982,0.193,103.956,0.568
Promises (with Sam Smith),98,213309,0.0119,0.7809999999999999,0.768,4.91e-06,0.325,-5.9910000000000005,0.0394,123.07,0.486
Love S.O.S. (WWW),56,285073,0.0612,0.391,0.753,0.0,0.6629999999999999,-6.465,0.0533,121.042,0.083
Taking A Walk,83,121680,0.68,0.767,0.5379999999999999,0.0,0.192,-6.044,0.052,81.031,0.3429999999999999
BEBE,95,217822,0.172,0.635,0.902,0.0,0.125,-3.559,0.109,102.063,0.286
Valentine,78,196628,0.0601,0.746,0.767,1.07e-05,0.0859,-2.907,0.0374,94.007,0.773
Natural,95,189466,0.216,0.4479999999999999,0.612,0.0,0.08,-6.106,0.0708,97.773,0.213
One Day (feat. Ryan Tedder),77,199866,0.118,0.529,0.871,0.000164,0.115,-5.831,0.155,189.837,0.272
Tie Me Down (with Elley Duhé),84,218295,0.135,0.5479999999999999,0.8390000000000001,0.0,0.102,-2.371,0.0644,98.932,0.314
Grapefruit,48,189773,0.00713,0.639,0.943,0.0348,0.208,-3.632,0.0403,123.045,0.365
Happy Now,91,207029,0.579,0.503,0.741,1.49e-06,0.0712,-5.127999999999999,0.047,88.335,0.4579999999999999
8 Out Of 10,58,195720,0.1639999999999999,0.534,0.684,0.0,0.499,-7.874,0.7170000000000001,170.416,0.3379999999999999
Rise,94,194407,0.3229999999999999,0.69,0.784,0.0,0.203,-4.6530000000000005,0.032,106.066,0.669
Bum Bum Tam Tam - Kura Remix,39,227369,0.00674,0.7829999999999999,0.93,0.0339,0.0978,-4.8260000000000005,0.0588,127.981,0.851
Mi Cama - Remix,87,196320,0.299,0.815,0.784,0.0,0.0958,-4.423,0.0738,162.958,0.8320000000000001
Bed (feat. Ariana Grande),83,189360,0.0551,0.589,0.7140000000000001,0.00013,0.131,-6.308,0.258,118.611,0.42
I'm Upset,59,214466,0.2789999999999999,0.899,0.5870000000000001,0.0,0.0835,-7.866,0.3379999999999999,149.993,0.49
Love Lies (with Normani),89,201707,0.0956,0.708,0.648,0.0,0.134,-5.626,0.0449,143.955,0.3379999999999999
Top Off,71,230712,0.0107,0.573,0.591,0.0,0.455,-6.715,0.331,86.721,0.2319999999999999
Helium (Sia vs. David Guetta & Afrojack),71,237372,0.0977,0.542,0.5870000000000001,0.0,0.2,-6.145,0.035,136.915,0.243
Too Good to Be True,62,211876,0.0093,0.375,0.8009999999999999,0.0,0.215,-2.914,0.0858,130.81799999999998,0.425
Everyday,72,204826,0.0426,0.675,0.748,0.0,0.0785,-3.947,0.0388,149.923,0.469
Bum Bum Tam Tam - Jonas Blue Remix,49,186149,0.0935,0.78,0.8490000000000001,0.000363,0.0701,-5.682,0.0691,125.074,0.804
Nonstop,66,238613,0.0306,0.909,0.405,0.00698,0.105,-8.133,0.14,154.984,0.455
Worry No More,57,202563,0.0185,0.5920000000000001,0.731,0.0,0.726,-5.794,0.0404,166.028,0.392
Magenta Riddim,76,194490,0.00041,0.604,0.897,0.838,0.327,-3.678,0.0641,102.053,0.588
Dance For Me,20,215391,0.133,0.846,0.629,0.0,0.0867,-4.475,0.115,120.051,0.7120000000000001
Breathe,80,207629,0.0259,0.741,0.728,0.00025,0.14,-5.559,0.0408,125.984,0.703
The Middle,55,184732,0.208,0.748,0.652,0.0,0.128,-3.02,0.0579999999999999,106.914,0.431
Réseaux - Remix,56,183515,0.0823,0.794,0.6459999999999999,0.0,0.0918,-7.249,0.264,150.025,0.478
Mad Love,67,199944,0.0052299999999999,0.804,0.823,2.77e-06,0.168,-3.4960000000000004,0.147,98.026,0.619
Pray For Me (with Kendrick Lamar),40,211440,0.0805,0.728,0.6679999999999999,1.49e-05,0.102,-5.02,0.126,100.537,0.162
"Cool (feat. Marc E. Bassy, Gucci Mane)",48,190616,0.0634,0.631,0.746,0.0,0.0866,-5.49,0.147,94.988,0.321
Friends (with BloodPop®),81,189466,0.00402,0.743,0.733,0.0,0.304,-5.337000000000001,0.0375,104.977,0.622
Dangerous Night,6,200013,0.00292,0.295,0.723,1.47e-06,0.171,-6.5760000000000005,0.0695,87.242,0.184
Que Va,40,238160,0.13,0.7709999999999999,0.835,0.0,0.0601,-3.388,0.0507,91.012,0.8170000000000001
With Me,62,197540,0.358,0.6990000000000001,0.903,0.000822,0.154,-5.186,0.0381,124.005,0.306
Dreamer,41,251147,0.0274,0.625,0.833,0.0,0.264,-5.388999999999999,0.0347,126.013,0.581
You Are The Reason - John Gibbons Remix,48,210133,0.172,0.599,0.915,0.0,0.1689999999999999,-4.013,0.0411,120.024,0.238
Get It Right (feat. MØ),46,172500,0.108,0.456,0.833,1.7100000000000002e-05,0.0592,-4.242,0.0964,159.808,0.261
For You (Fifty Shades Freed) (& Rita Ora),53,244293,0.0184,0.529,0.799,0.0,0.207,-4.6160000000000005,0.0346,113.026,0.193
Báilame - Remix,66,217080,0.238,0.652,0.862,2.93e-06,0.0718,-4.234,0.102,191.885,0.715
Scared To Be Lonely - Brooks Remix,58,200624,0.0126,0.604,0.7959999999999999,0.0,0.106,-2.416,0.0597,127.991,0.225
Roses - Zaxx Remix,58,190266,0.00445,0.677,0.8809999999999999,0.0146,0.359,-3.534,0.054,128.121,0.5660000000000001
Electricity (with Dua Lipa),94,238173,0.0104,0.588,0.67,3.33e-06,0.3379999999999999,-6.439,0.0473,118.159,0.505
Promises (with Sam Smith),98,213309,0.0119,0.7809999999999999,0.768,4.91e-06,0.325,-5.9910000000000005,0.0394,123.07,0.486
Panic Room,76,214482,0.0259,0.578,0.883,0.0706,0.118,-6.422999999999999,0.0298,122.987,0.255
What About Us - Tiësto's AFTR:HRS Remix,56,242000,0.0125,0.58,0.8440000000000001,0.000222,0.0693,-5.026,0.0584,119.964,0.196
Just Got Paid,82,218250,0.0348,0.732,0.922,0.0,0.146,-1.829,0.0975,120.033,0.589
I Want You to Freak - James Hype Remix,40,159880,0.0737,0.7,0.8220000000000001,0.0894,0.284,-6.507000000000001,0.051,122.971,0.446
Leave a Light On - Cheat Codes Remix,61,185526,0.0668,0.815,0.643,1.21e-05,0.237,-5.975,0.0465,127.997,0.833
Do You Think About Me,64,216393,0.00985,0.6509999999999999,0.865,8.62e-05,0.0957,-4.02,0.0418,121.998,0.649
Ocean (feat. Khalid) - David Guetta Remix,70,195832,0.0913,0.609,0.8240000000000001,2.88e-05,0.134,-8.251,0.0795,127.072,0.36
079ME (Blinkie Remix),54,228240,0.38,0.745,0.853,0.0,0.261,-3.906,0.245,119.862,0.732
Lullaby,80,204022,0.0784,0.725,0.8340000000000001,1.27e-05,0.0834,-3.913,0.037,120.026,0.8590000000000001
Love Lies - Snakehips Remix,65,202934,0.0229,0.3879999999999999,0.8370000000000001,1.53e-06,0.149,-3.022,0.107,143.27100000000002,0.3779999999999999
One Kiss (with Dua Lipa),93,214846,0.037,0.7909999999999999,0.862,2.19e-05,0.0814,-3.24,0.11,123.994,0.5920000000000001
"Dusk Till Dawn - John ""J-C"" Carr Mix",61,202412,0.0013599999999999,0.6559999999999999,0.799,0.000325,0.131,-4.342,0.0405,115.936,0.247
Moves (feat. Snoop Dogg) - Sebastian Perez Remix,2,168387,0.0201,0.741,0.913,0.0,0.103,-5.745,0.0945,124.032,0.816
So Real (Warriors) (feat. Jess Glynne),61,169996,0.00193,0.723,0.875,3.7e-05,0.126,-4.603,0.0748,122.979,0.435
17,76,196489,0.00149,0.703,0.8320000000000001,0.127,0.0696,-7.202000000000001,0.0689,122.029,0.667
In My Mind,97,184560,0.176,0.6940000000000001,0.77,1.1e-05,0.118,-5.335,0.149,125.905,0.163
Show Me Love,67,187640,0.484,0.635,0.882,1.11e-05,0.107,-4.654,0.0605,129.951,0.5489999999999999
Hysteria,51,194150,0.0155,0.6659999999999999,0.8809999999999999,0.00158,0.111,-4.886,0.0386,121.002,0.726
Side Effects (feat. Emily Warren),70,173613,0.00277,0.6729999999999999,0.71,0.0,0.55,-6.744,0.0324,110.017,0.54
Ain't My Fault - R3hab Remix,64,158772,0.0156,0.67,0.847,0.0,0.22,-3.723,0.043,150.109,0.613
Back & Forth,81,196214,0.0181,0.684,0.816,0.0,0.0222,-5.211,0.0322,121.993,0.7020000000000001
Silence - Blonde Remix,52,233729,0.00995,0.79,0.706,0.00105,0.0638,-6.562,0.0686,123.979,0.85
Worst (feat. Johnny Yukon),56,185086,0.00716,0.7070000000000001,0.8270000000000001,2.65e-05,0.0963,-4.466,0.042,115.987,0.505
Paradise - Bakermat Remix,53,287080,0.0434,0.7190000000000001,0.754,1e-05,0.051,-4.473,0.063,127.984,0.861
Between You and Me,65,211440,0.0377,0.68,0.8290000000000001,0.0,0.0848,-4.452,0.0491,123.987,0.574
Spread Love (Paddington) [feat. DVNO],67,192731,0.0215,0.7290000000000001,0.899,0.00118,0.1159999999999999,-4.757,0.191,121.97,0.623
German - Majestic Remix,50,197849,0.012,0.792,0.8270000000000001,0.861,0.057,-5.902,0.0482,129.991,0.894
Wavey - VIP Mix,25,156665,0.0577,0.918,0.8370000000000001,0.0,0.353,-5.21,0.225,122.979,0.6609999999999999
White Tiger - Marcus Layton Radio Edit,56,174992,0.1169999999999999,0.789,0.784,0.000307,0.26,-5.736000000000001,0.0372,117.996,0.774
Don't Look Down (feat. Usher),40,221419,0.00431,0.5760000000000001,0.848,0.000143,0.108,-4.885,0.0362,128.034,0.449
Dreams,56,198093,0.135,0.655,0.907,4.47e-06,0.591,-2.605,0.0326,119.006,0.8079999999999999
I Would Like - Gorgon City Remix,52,263655,0.00806,0.7190000000000001,0.557,0.00877,0.0965,-6.187,0.0355,121.997,0.488
Fine Girl - James Hype Remix,45,171250,0.0849,0.7859999999999999,0.843,0.000265,0.0856,-5.824,0.0401,124.94,0.693
Light It Up (feat. Nyla & Fuse ODG) - Remix,11,166138,0.0375,0.746,0.877,0.000833,0.233,-3.782,0.0666,107.985,0.7509999999999999
Nights With You - Cheat Codes Remix,59,246055,0.00379,0.741,0.7959999999999999,0.00935,0.54,-6.029,0.0575,115.971,0.461
All of Me (Tiësto's Birthday Treatment Remix) - Radio Edit,40,249360,0.000218,0.598,0.795,0.0003509999999999,0.0924,-4.391,0.0296,128.013,0.178
Baddest - Blinkie Remix,41,196066,0.0929,0.737,0.903,4.19e-05,0.127,-3.96,0.0467,119.997,0.733
Moves Like Jagger - Studio Recording From The Voice Performance,75,201493,0.0117,0.722,0.7609999999999999,0.0,0.315,-4.459,0.0475,128.04399999999998,0.624
Wild Ones (feat. Sia),79,232946,0.0991,0.608,0.86,0.0,0.262,-5.324,0.0554,127.075,0.437
The Mack,31,167038,0.0707,0.7070000000000001,0.883,0.0,0.23,-4.281000000000001,0.0602,106.031,0.541
Turn Me Out,45,273750,0.00261,0.672,0.914,0.00067,0.0705,-3.285,0.159,127.988,0.379
Let Me Love You - Tiësto's AFTR:HRS Mix,60,155840,0.013,0.708,0.8270000000000001,1.49e-05,0.504,-4.591,0.0453,120.015,0.367
Don't Need No Money (feat. Sigala & Blonde),52,217013,0.325,0.6659999999999999,0.903,0.000202,0.178,-2.181,0.0436,119.984,0.498
Levels - Radio Edit,45,199903,0.0585,0.62,0.8809999999999999,0.7140000000000001,0.311,-5.851,0.0372,126.035,0.415
The Girl Is Mine feat. Destiny's Child & Brandy,38,216613,0.00422,0.6829999999999999,0.943,0.0978,0.0355,-3.6,0.0397,118.99,0.7070000000000001
Don't Leave - Gryffin Remix,5,235893,0.0037,0.586,0.7559999999999999,0.000395,0.134,-4.408,0.038,122.011,0.2769999999999999
Where'd U Go,63,184556,0.0302,0.4639999999999999,0.637,3.37e-05,0.0876,-4.37,0.0694,186.1,0.281
Snow In Gothenburg,51,223218,0.3,0.3929999999999999,0.632,0.00339,0.367,-8.118,0.0378,100.056,0.156
Leaving (feat. Yuna),60,175851,0.222,0.5870000000000001,0.6679999999999999,0.0,0.0589,-5.79,0.0435,93.974,0.124
Pick Up - Even Shorter Version,55,228480,1.86e-05,0.728,0.599,0.6990000000000001,0.145,-8.85,0.0668,124.887,0.541
Ocean,62,225675,0.0685,0.499,0.7909999999999999,1.89e-05,0.138,-3.735,0.0539,99.943,0.25
Symphony,51,282358,0.00843,0.6559999999999999,0.523,0.0016699999999999,0.0687,-6.862,0.0764,119.96,0.2789999999999999
Focus - Netsky Remix,62,219428,0.327,0.61,0.708,4.89e-06,0.102,-3.374,0.0415,139.942,0.114
Falls (feat. Sasha Sloan),69,232936,0.0398,0.294,0.6970000000000001,0.00011,0.136,-6.029,0.128,160.566,0.183
Take You Down,73,221294,0.511,0.285,0.6940000000000001,0.000128,0.374,-3.358,0.0482,170.12400000000002,0.163
Weapon - EDX's Acapulco At Night Remix,46,474960,0.00366,0.7290000000000001,0.933,0.509,0.439,-5.667000000000001,0.0571,127.993,0.0459
Underwater,69,349293,0.019,0.611,0.809,0.0185,0.114,-6.63,0.0342,118.003,0.428
All Your Love,60,285004,0.43,0.648,0.752,0.12,0.1119999999999999,-9.1,0.0456,119.931,0.2319999999999999
Wake Me When It's Quiet,59,215357,0.365,0.6890000000000001,0.51,0.000333,0.126,-6.707000000000001,0.0458,111.951,0.25
Aldrig Mer (feat. TENDER),49,243918,0.0649,0.359,0.774,0.104,0.11,-5.789,0.0745,184.739,0.141
The Funeral - Excision Remix,45,292338,0.0299,0.4029999999999999,0.505,0.000547,0.0848,-5.361000000000001,0.0289,128.23,0.0938
Cold as Stone,55,241613,0.586,0.504,0.64,0.0,0.176,-3.977,0.0402,129.924,0.436
Young,41,168175,0.293,0.645,0.615,0.0492,0.0625,-9.797,0.0421,136.97899999999998,0.0495
17 - 6am Remix,65,263887,0.0039299999999999,0.71,0.625,0.471,0.318,-8.331,0.0346,120.023,0.139
Somebody - Ruhde Remix,55,219053,0.432,0.6729999999999999,0.662,1.99e-06,0.0951,-5.863,0.0319,104.038,0.1669999999999999
I Miss You (feat. Julia Michaels) - BLVK JVCK ReVibe,46,192261,0.142,0.584,0.494,0.0,0.143,-7.841,0.0541,104.683,0.622
I Wanna Know,63,206727,0.501,0.432,0.85,6.59e-06,0.203,-4.417,0.0771,82.60700000000001,0.109
Alone,36,244066,0.00592,0.5529999999999999,0.861,0.00144,0.107,-6.526,0.039,127.966,0.375
Just For A Moment (feat. Iselin),24,254556,0.0169,0.539,0.778,6.68e-06,0.276,-6.32,0.0612,143.988,0.42
Mean To Me (feat. ROZES),45,176538,0.0122,0.605,0.872,2.11e-05,0.147,-5.122000000000001,0.0643,116.956,0.586
Another Chance (Don Diablo Edit),64,172380,0.0027199999999999,0.584,0.959,0.0,0.5529999999999999,-1.785,0.0942,125.987,0.0729
Here on My Own,57,350260,0.131,0.7929999999999999,0.51,0.861,0.0681,-8.88,0.039,120.003,0.433
Rear View,61,178584,0.389,0.568,0.584,0.00729,0.114,-8.711,0.0654,93.888,0.401
Know This Love (feat. Litens),35,225637,0.113,0.631,0.835,1.2e-05,0.331,-5.214,0.0568,98.971,0.466
Coda,51,163713,0.146,0.792,0.557,0.369,0.295,-9.633,0.248,124.004,0.374
Happier - Kasbo Remix,67,256800,0.0256,0.56,0.823,0.000433,0.0891,-3.228,0.0311,100.003,0.0733
Wasted Love (feat. Dougy),0,209531,0.475,0.539,0.936,0.104,0.106,-3.803,0.1119999999999999,128.015,0.225
With You (feat. Wrabel),63,210573,0.424,0.618,0.805,0.00796,0.332,-4.731,0.0463,101.022,0.335
Wherever,59,223783,0.0808,0.573,0.82,0.0,0.124,-4.677,0.0475,147.976,0.395
Tearing Me Up,5,470093,0.172,0.705,0.4029999999999999,0.00201,0.615,-9.7,0.0438,114.992,0.155
Destinations,49,329413,0.774,0.614,0.601,0.841,0.1169999999999999,-6.392,0.0386,122.999,0.514
The Funeral - Dash Berlin Remix,39,252574,0.0572,0.5429999999999999,0.76,0.77,0.451,-7.166,0.0328,133.975,0.0906
Finest Hour (feat. Abir),80,215781,0.0789,0.6559999999999999,0.7290000000000001,0.0,0.133,-4.223,0.0765,95.974,0.4379999999999999
Without You,43,232299,0.1369999999999999,0.5920000000000001,0.8029999999999999,0.00143,0.16,-5.406000000000001,0.183,93.275,0.212
Rain,62,202517,0.00209,0.49,0.8640000000000001,0.0269,0.1689999999999999,-4.165,0.0308,128.047,0.0579
I Need You (feat. Olaf Blackwood),58,206750,0.00168,0.6,0.863,0.00406,0.0939,-5.754,0.031,106.997,0.223
Missing U,62,291200,0.0529,0.7040000000000001,0.677,0.0001139999999999,0.1689999999999999,-7.601,0.0449,119.928,0.0775
Miracle - Manila Killa Remix,51,186774,0.0199,0.66,0.619,0.00119,0.485,-6.989,0.0333,124.012,0.324
Beautiful Heartbeat,44,201350,0.156,0.32,0.575,0.0003549999999999,0.0563,-8.597000000000001,0.0824,78.306,0.12
Sound of Walking Away,56,253333,0.075,0.345,0.79,0.000165,0.1009999999999999,-2.761,0.065,179.84900000000002,0.208
Into You,53,161538,0.0336,0.5529999999999999,0.687,0.0,0.125,-6.4,0.034,156.0,0.278
Lie,65,215445,0.295,0.655,0.427,0.00108,0.0788,-11.684,0.0799,107.992,0.2239999999999999
On My Own - ZAXX Remix,39,238222,0.00451,0.5489999999999999,0.7929999999999999,1.28e-05,0.118,-2.905,0.0389,134.971,0.0681
No More Chances,37,202375,0.0134,0.745,0.815,1.05e-05,0.0547,-6.082000000000001,0.144,120.139,0.4529999999999999
Sun & Moon - Marcus Schossow Remix,38,446920,0.00158,0.718,0.703,0.6779999999999999,0.643,-8.418,0.113,129.001,0.158
A Love That's Hard to Find - Radio Edit,16,173697,0.0373,0.6940000000000001,0.899,0.531,0.264,-4.682,0.0299,122.001,0.139
Hurricane - Arty Remix,66,224520,0.0265,0.4479999999999999,0.845,4.24e-06,0.376,-4.123,0.0611,127.978,0.4579999999999999
Happy Again,56,189677,0.3,0.7440000000000001,0.8690000000000001,0.0015199999999999,0.0776,-3.605,0.0401,123.974,0.5710000000000001
With You,45,186125,0.0772,0.6759999999999999,0.6970000000000001,4.6500000000000005e-05,0.326,-5.934,0.0412,89.95,0.118
Innerbloom,60,578040,0.125,0.7290000000000001,0.72,0.353,0.178,-6.69,0.0371,122.015,0.0388
Save Myself,50,186574,0.28,0.568,0.7709999999999999,0.0,0.1639999999999999,-3.039,0.0302,112.039,0.462
Over Getting Over You,50,221250,0.286,0.615,0.746,0.0,0.096,-5.255,0.0639,127.995,0.355
With Every Heartbeat,0,197000,0.0117,0.7070000000000001,0.6920000000000001,0.0128,0.0591,-5.584,0.0289999999999999,120.018,0.223
Teenage Hurt,49,270500,0.983,0.354,0.0499,0.6629999999999999,0.108,-22.736,0.0391,140.012,0.0445
Feels Like We're Dying,52,185250,0.73,0.579,0.411,0.8,0.0945,-13.068,0.0329,79.988,0.125
temporary nothing,56,187244,0.937,0.5770000000000001,0.09,3.12e-06,0.1159999999999999,-18.27,0.0585,78.51,0.1989999999999999
I Know You So Well,8,102661,0.923,0.679,0.311,0.721,0.813,-16.557000000000002,0.105,60.724,0.304
Just Fine,48,205078,0.867,0.402,0.226,0.00018,0.109,-13.524,0.0325,173.838,0.218
Sick of Losing Soulmates,61,267360,0.716,0.478,0.241,0.216,0.354,-17.122,0.0386,75.285,0.11
Idle Town,70,236199,0.846,0.625,0.239,6.88e-06,0.13,-14.651,0.0309,77.01,0.246
Home Alone,40,138500,0.993,0.498,0.0506,0.0092,0.1009999999999999,-20.634,0.0395,119.287,0.0796
Pretend,53,153692,0.63,0.614,0.467,0.914,0.107,-8.169,0.0325,172.05599999999998,0.621
A Shitty Love Song,54,197142,0.946,0.763,0.146,1.44e-06,0.118,-13.375,0.0379,98.056,0.536
And Also I'm Really Scared,48,130094,0.941,0.565,0.2319999999999999,0.000185,0.1,-16.905,0.0289999999999999,109.026,0.218
all the lonely nights in your life,48,163581,0.779,0.357,0.238,4.07e-06,0.168,-11.166,0.0302,141.718,0.41
Sad Boy,54,212520,0.925,0.4429999999999999,0.0791,0.0002549999999999,0.1119999999999999,-19.312,0.0551,134.75,0.1889999999999999
feelings are fatal,68,124853,0.908,0.545,0.1689999999999999,0.0,0.0942,-16.249000000000002,0.132,98.225,0.482
Just how I love you,48,185756,0.7959999999999999,0.6509999999999999,0.16,0.6940000000000001,0.0931,-19.39,0.0354,120.004,0.0542
A Letter to My Younger Self,58,141940,0.978,0.619,0.3779999999999999,0.0023,0.103,-9.343,0.0308,91.91,0.677
Dear,53,289591,0.271,0.563,0.221,6.7e-06,0.102,-11.713,0.0296,80.02,0.344
Spaceland,52,163559,0.894,0.524,0.14,0.0002379999999999,0.162,-22.196,0.1369999999999999,134.877,0.26
The Moon Song,58,141040,0.99,0.41,0.0486,0.71,0.108,-18.716,0.0324,98.152,0.129
I Will Be Okay,57,125200,0.952,0.5660000000000001,0.214,0.0,0.0984,-10.089,0.0441,154.75,0.5429999999999999
Lua,60,271666,0.802,0.603,0.124,3e-05,0.0565,-18.301,0.0827,104.902,0.317
How To Never Stop Being Sad,57,130742,0.952,0.414,0.245,0.7609999999999999,0.104,-17.929000000000002,0.0429,97.236,0.132
please don't,39,256602,0.975,0.66,0.104,1.83e-06,0.0793,-16.838,0.0398,143.57399999999998,0.3339999999999999
Disappointed,54,135284,0.675,0.75,0.2239999999999999,0.000315,0.102,-15.164,0.0577,110.045,0.0562
Choking on Flowers,54,208848,0.967,0.1369999999999999,0.593,0.907,0.166,-11.807,0.0427,82.74,0.266
Our Way to Fall,54,258426,0.716,0.564,0.237,0.765,0.0968,-14.653,0.0319,78.282,0.5529999999999999
Neptune,46,268979,0.8320000000000001,0.7190000000000001,0.0926,1.62e-06,0.0692,-16.385,0.1119999999999999,62.979,0.293
Nothing Special,42,117493,0.98,0.556,0.0627,0.0,0.15,-21.722,0.206,90.126,0.6990000000000001
"If You Love Me, Come Clean",57,220062,0.797,0.511,0.119,0.00432,0.12,-15.349,0.0414,134.195,0.0763
I Was,42,270130,0.951,0.474,0.461,0.7559999999999999,0.0681,-12.635,0.0328,119.68,0.0399
Nascar,44,126759,0.955,0.578,0.275,0.00129,0.122,-12.215,0.0254,93.03,0.271
Coffee,49,124483,0.982,0.535,0.106,0.969,0.113,-20.159,0.0655,119.171,0.351
Brave,42,182099,0.94,0.5660000000000001,0.2739999999999999,0.83,0.1159999999999999,-13.399,0.0337,117.092,0.183
Wendy,52,226162,0.994,0.391,0.419,0.301,0.362,-11.111,0.0341,115.376,0.104
Drunk Text Romance,52,120412,0.925,0.504,0.162,0.103,0.128,-18.266,0.0822,111.861,0.185
Lonely,47,194026,0.978,0.245,0.0454,0.6990000000000001,0.356,-22.706,0.033,78.062,0.0897
All the Things,39,230332,0.899,0.301,0.2769999999999999,0.000716,0.134,-15.922,0.0317,169.985,0.127
Someone Who Will Talk About Anything,40,136062,0.828,0.573,0.1969999999999999,0.0416,0.0816,-14.483,0.0364,118.722,0.174
Chinatown,31,207556,0.877,0.639,0.179,8.25e-06,0.1369999999999999,-12.050999999999998,0.0435,147.27100000000002,0.5429999999999999
I Think You're Really Beautiful,47,149327,0.913,0.174,0.569,0.924,0.642,-6.422000000000001,0.0387,86.557,0.223
ILY x11,40,141662,0.922,0.718,0.192,0.945,0.111,-20.504,0.035,82.73100000000001,0.0825
Please Never Fall in Love Again,64,154000,0.838,0.6459999999999999,0.0828,1.2e-05,0.0934,-16.205,0.0435,108.826,0.293
Judas in America,36,129911,0.767,0.617,0.486,0.541,0.105,-10.603,0.0239,95.044,0.8340000000000001
Adult Nightmares,41,150139,0.757,0.4,0.136,0.3779999999999999,0.252,-19.331,0.0456,80.905,0.341
please don't give up on me,46,77661,0.943,0.6829999999999999,0.295,0.8540000000000001,0.103,-9.904,0.0305,99.011,0.0612
Controlar,45,144024,0.297,0.645,0.317,0.511,0.161,-11.372,0.103,100.044,0.0767
